colid,colname
23121_3_0,Arm fat-free mass (right)
23122_0_0,Arm predicted mass (right)
23122_1_0,Arm predicted mass (right)
23122_2_0,Arm predicted mass (right)
23122_3_0,Arm predicted mass (right)
23123_0_0,Arm fat percentage (left)
23123_1_0,Arm fat percentage (left)
23123_2_0,Arm fat percentage (left)
23123_3_0,Arm fat percentage (left)
23124_0_0,Arm fat mass (left)
23124_1_0,Arm fat mass (left)
23124_2_0,Arm fat mass (left)
23124_3_0,Arm fat mass (left)
23125_0_0,Arm fat-free mass (left)
23125_1_0,Arm fat-free mass (left)
23125_2_0,Arm fat-free mass (left)
23125_3_0,Arm fat-free mass (left)
23126_0_0,Arm predicted mass (left)
23126_1_0,Arm predicted mass (left)
23126_2_0,Arm predicted mass (left)
23126_3_0,Arm predicted mass (left)
23127_0_0,Trunk fat percentage
23127_1_0,Trunk fat percentage
23127_2_0,Trunk fat percentage
23127_3_0,Trunk fat percentage
23128_0_0,Trunk fat mass
23128_1_0,Trunk fat mass
23128_2_0,Trunk fat mass
23128_3_0,Trunk fat mass
23129_0_0,Trunk fat-free mass
23129_1_0,Trunk fat-free mass
23129_2_0,Trunk fat-free mass
23129_3_0,Trunk fat-free mass
23130_0_0,Trunk predicted mass
23130_1_0,Trunk predicted mass
23130_2_0,Trunk predicted mass
23130_3_0,Trunk predicted mass
23160_0_0,"Population-level FE variants, PLINK format"
23161_0_0,Exome FE variant call files (VCFs)
23162_0_0,Exome FE variant calls indices
23163_0_0,Exome FE CRAM files
23164_0_0,Exome FE CRAM indices
23181_0_0,BGI WGS CRAM files
23181_0_1,BGI WGS CRAM files
23182_0_0,BGI WGS CRAM indices
23182_0_1,BGI WGS CRAM indices
23183_0_0,Broad WGS CRAM files
23183_0_1,Broad WGS CRAM files
23184_0_0,Broad WGS CRAM indices
23184_0_1,Broad WGS CRAM indices
23321_2_0,Values wanted
23321_2_1,Values wanted
23321_2_2,Values wanted
23321_2_3,Values wanted
23321_2_4,Values wanted
23321_2_5,Values wanted
23321_2_6,Values wanted
23321_2_7,Values wanted
23321_2_8,Values wanted
23321_2_9,Values wanted
23321_2_10,Values wanted
23321_2_11,Values wanted
23321_2_12,Values wanted
23321_2_13,Values wanted
23321_2_14,Values wanted
23321_2_15,Values wanted
23321_2_16,Values wanted
23321_2_17,Values wanted
23321_2_18,Values wanted
23321_2_19,Values wanted
23321_2_20,Values wanted
23321_2_21,Values wanted
23321_2_22,Values wanted
23321_2_23,Values wanted
23321_2_24,Values wanted
23321_2_25,Values wanted
23321_2_26,Values wanted
23321_2_27,Values wanted
23321_2_28,Values wanted
23321_2_29,Values wanted
23321_2_30,Values wanted
23321_2_31,Values wanted
23321_2_32,Values wanted
23321_2_33,Values wanted
23321_2_34,Values wanted
23321_2_35,Values wanted
23321_2_36,Values wanted
23321_2_37,Values wanted
23321_2_38,Values wanted
23321_2_39,Values wanted
23321_2_40,Values wanted
23321_2_41,Values wanted
23321_2_42,Values wanted
23321_2_43,Values wanted
23321_2_44,Values wanted
23321_2_45,Values wanted
23321_2_46,Values wanted
23321_2_47,Values wanted
23321_2_48,Values wanted
23321_2_49,Values wanted
23321_2_50,Values wanted
23321_2_51,Values wanted
23321_2_52,Values wanted
23321_2_53,Values wanted
23321_2_54,Values wanted
23321_2_55,Values wanted
23321_2_56,Values wanted
23321_2_57,Values wanted
23321_2_58,Values wanted
23321_2_59,Values wanted
23321_2_60,Values wanted
23321_2_61,Values wanted
23321_2_62,Values wanted
23321_2_63,Values wanted
23321_2_64,Values wanted
23321_2_65,Values wanted
23321_2_66,Values wanted
23321_2_67,Values wanted
23321_2_68,Values wanted
23321_2_69,Values wanted
23321_2_70,Values wanted
23321_2_71,Values wanted
23321_2_72,Values wanted
23321_2_73,Values wanted
23321_2_83,Values wanted
23321_2_84,Values wanted
23321_2_85,Values wanted
23321_2_86,Values wanted
23321_2_87,Values wanted
23321_2_88,Values wanted
23321_2_89,Values wanted
23321_2_90,Values wanted
23321_2_91,Values wanted
23321_2_92,Values wanted
23321_2_93,Values wanted
23321_2_94,Values wanted
23321_2_95,Values wanted
23321_2_96,Values wanted
23321_2_97,Values wanted
23321_2_98,Values wanted
23321_2_99,Values wanted
23321_2_100,Values wanted
23321_2_101,Values wanted
23321_2_102,Values wanted
23321_2_103,Values wanted
23321_2_104,Values wanted
23321_3_0,Values wanted
23321_3_1,Values wanted
23321_3_2,Values wanted
23321_3_3,Values wanted
23321_3_4,Values wanted
23321_3_5,Values wanted
23321_3_6,Values wanted
23321_3_7,Values wanted
23321_3_8,Values wanted
23321_3_9,Values wanted
23321_3_10,Values wanted
23321_3_11,Values wanted
23321_3_12,Values wanted
23321_3_13,Values wanted
23321_3_14,Values wanted
23321_3_15,Values wanted
23321_3_16,Values wanted
23321_3_17,Values wanted
23321_3_18,Values wanted
23321_3_19,Values wanted
23321_3_20,Values wanted
23321_3_21,Values wanted
23321_3_22,Values wanted
23321_3_23,Values wanted
23321_3_24,Values wanted
23321_3_25,Values wanted
23321_3_26,Values wanted
23321_3_27,Values wanted
23321_3_28,Values wanted
23321_3_29,Values wanted
23321_3_30,Values wanted
23321_3_31,Values wanted
23321_3_32,Values wanted
23321_3_33,Values wanted
23321_3_34,Values wanted
23321_3_35,Values wanted
23321_3_36,Values wanted
23321_3_37,Values wanted
23321_3_38,Values wanted
23321_3_39,Values wanted
23321_3_40,Values wanted
23321_3_41,Values wanted
23321_3_42,Values wanted
23321_3_43,Values wanted
23321_3_44,Values wanted
23321_3_45,Values wanted
23321_3_46,Values wanted
23321_3_47,Values wanted
23321_3_48,Values wanted
23321_3_49,Values wanted
23321_3_50,Values wanted
23321_3_51,Values wanted
23321_3_52,Values wanted
23321_3_53,Values wanted
23321_3_54,Values wanted
23321_3_55,Values wanted
23321_3_56,Values wanted
23321_3_57,Values wanted
23321_3_58,Values wanted
23321_3_59,Values wanted
23321_3_60,Values wanted
23321_3_61,Values wanted
23321_3_62,Values wanted
23321_3_63,Values wanted
23321_3_64,Values wanted
23321_3_65,Values wanted
23321_3_66,Values wanted
23321_3_67,Values wanted
23321_3_68,Values wanted
23321_3_69,Values wanted
23321_3_70,Values wanted
23321_3_71,Values wanted
23321_3_72,Values wanted
23321_3_73,Values wanted
23321_3_74,Values wanted
23321_3_75,Values wanted
23321_3_76,Values wanted
23321_3_77,Values wanted
23321_3_78,Values wanted
23321_3_79,Values wanted
23321_3_80,Values wanted
23321_3_81,Values wanted
23321_3_82,Values wanted
23321_3_83,Values wanted
23321_3_84,Values wanted
23321_3_85,Values wanted
23321_3_86,Values wanted
23321_3_87,Values wanted
23321_3_88,Values wanted
23321_3_89,Values wanted
23321_3_90,Values wanted
23321_3_91,Values wanted
23321_3_92,Values wanted
23321_3_93,Values wanted
23321_3_94,Values wanted
23321_3_95,Values wanted
23321_3_96,Values wanted
23321_3_97,Values wanted
23321_3_98,Values wanted
23321_3_99,Values wanted
23321_3_100,Values wanted
23321_3_101,Values wanted
23321_3_102,Values wanted
23321_3_103,Values wanted
23321_3_104,Values wanted
23322_2_0,Values entered
23322_2_1,Values entered
23322_2_2,Values entered
23322_2_3,Values entered
23322_2_4,Values entered
23322_2_5,Values entered
23322_2_6,Values entered
23322_2_7,Values entered
23322_2_8,Values entered
23322_2_9,Values entered
23322_2_10,Values entered
23322_2_11,Values entered
23322_2_12,Values entered
23322_2_13,Values entered
23322_2_14,Values entered
23322_2_15,Values entered
23322_2_16,Values entered
23322_2_17,Values entered
23322_2_18,Values entered
23322_2_19,Values entered
23322_2_20,Values entered
23322_2_21,Values entered
23322_2_22,Values entered
23322_2_23,Values entered
23322_2_24,Values entered
23322_2_25,Values entered
23322_2_26,Values entered
23322_2_27,Values entered
23322_2_28,Values entered
23322_2_29,Values entered
23322_2_30,Values entered
23322_2_31,Values entered
23322_2_32,Values entered
23322_2_33,Values entered
23322_2_34,Values entered
23322_2_35,Values entered
23322_2_36,Values entered
23322_2_37,Values entered
23322_2_38,Values entered
23322_2_39,Values entered
23322_2_40,Values entered
23322_2_41,Values entered
23322_2_42,Values entered
23322_2_43,Values entered
23322_2_44,Values entered
23322_2_45,Values entered
23322_2_46,Values entered
23322_2_47,Values entered
23322_2_48,Values entered
23322_2_49,Values entered
23322_2_50,Values entered
23322_2_51,Values entered
23322_2_52,Values entered
23322_2_53,Values entered
23322_2_54,Values entered
23322_2_55,Values entered
23322_2_56,Values entered
23322_2_57,Values entered
23322_2_58,Values entered
23322_2_59,Values entered
23322_2_60,Values entered
23322_2_61,Values entered
23322_2_62,Values entered
23322_2_63,Values entered
23322_2_64,Values entered
23322_2_65,Values entered
23322_2_66,Values entered
23322_2_67,Values entered
23322_2_68,Values entered
23322_2_69,Values entered
23322_2_70,Values entered
23322_2_71,Values entered
23322_2_72,Values entered
23322_2_73,Values entered
23322_2_74,Values entered
23322_2_75,Values entered
23322_2_76,Values entered
23322_2_77,Values entered
23322_2_78,Values entered
23322_2_79,Values entered
23322_2_80,Values entered
23322_2_81,Values entered
23322_2_82,Values entered
23322_2_83,Values entered
23322_2_84,Values entered
23322_2_85,Values entered
23322_2_86,Values entered
23322_2_87,Values entered
23322_2_88,Values entered
23322_2_89,Values entered
23322_2_90,Values entered
23322_2_91,Values entered
23322_2_92,Values entered
23322_2_93,Values entered
23322_2_94,Values entered
23322_2_95,Values entered
23322_2_96,Values entered
23322_2_97,Values entered
23322_2_98,Values entered
23322_2_99,Values entered
23322_2_100,Values entered
23322_2_101,Values entered
23322_2_102,Values entered
23322_2_103,Values entered
23322_2_104,Values entered
23322_3_0,Values entered
23322_3_1,Values entered
23322_3_2,Values entered
23322_3_3,Values entered
23322_3_4,Values entered
23322_3_5,Values entered
23322_3_6,Values entered
23322_3_7,Values entered
23322_3_8,Values entered
23322_3_9,Values entered
23322_3_10,Values entered
23322_3_11,Values entered
23322_3_12,Values entered
23322_3_13,Values entered
23322_3_14,Values entered
23322_3_15,Values entered
23322_3_16,Values entered
23322_3_17,Values entered
23322_3_18,Values entered
23322_3_19,Values entered
23322_3_20,Values entered
23322_3_21,Values entered
23322_3_22,Values entered
23322_3_23,Values entered
23322_3_24,Values entered
23322_3_25,Values entered
23322_3_26,Values entered
23322_3_27,Values entered
23322_3_28,Values entered
23322_3_29,Values entered
23322_3_30,Values entered
23322_3_31,Values entered
23322_3_32,Values entered
23322_3_33,Values entered
23322_3_34,Values entered
23322_3_35,Values entered
23322_3_36,Values entered
23322_3_37,Values entered
23322_3_38,Values entered
23322_3_39,Values entered
23322_3_40,Values entered
23322_3_41,Values entered
23322_3_42,Values entered
23322_3_43,Values entered
23322_3_44,Values entered
23322_3_45,Values entered
23322_3_46,Values entered
23322_3_47,Values entered
23322_3_48,Values entered
23322_3_49,Values entered
23322_3_50,Values entered
23322_3_51,Values entered
23322_3_52,Values entered
23322_3_53,Values entered
23322_3_54,Values entered
23322_3_55,Values entered
23322_3_56,Values entered
23322_3_57,Values entered
23322_3_58,Values entered
23322_3_59,Values entered
23322_3_60,Values entered
23322_3_61,Values entered
23322_3_62,Values entered
23322_3_63,Values entered
23322_3_64,Values entered
23322_3_65,Values entered
23322_3_66,Values entered
23322_3_67,Values entered
23322_3_68,Values entered
23322_3_69,Values entered
23322_3_70,Values entered
23322_3_71,Values entered
23322_3_72,Values entered
23322_3_73,Values entered
23322_3_74,Values entered
23322_3_75,Values entered
23322_3_76,Values entered
23322_3_77,Values entered
23322_3_78,Values entered
23322_3_79,Values entered
23322_3_80,Values entered
23322_3_81,Values entered
23322_3_82,Values entered
23322_3_83,Values entered
23322_3_84,Values entered
23322_3_85,Values entered
23322_3_86,Values entered
23322_3_87,Values entered
23322_3_88,Values entered
23322_3_89,Values entered
23322_3_90,Values entered
23322_3_91,Values entered
23322_3_92,Values entered
23322_3_93,Values entered
23322_3_94,Values entered
23322_3_95,Values entered
23322_3_96,Values entered
23322_3_97,Values entered
23322_3_98,Values entered
23322_3_99,Values entered
23322_3_100,Values entered
23322_3_101,Values entered
23322_3_102,Values entered
23322_3_103,Values entered
23322_3_104,Values entered
23323_2_0,Number of symbol digit matches attempted
23323_3_0,Number of symbol digit matches attempted
23324_2_0,Number of symbol digit matches made correctly
23324_3_0,Number of symbol digit matches made correctly
24003_0_0,Nitrogen dioxide air pollution; 2010
24004_0_0,Nitrogen oxides air pollution; 2010
24005_0_0,Particulate matter air pollution (pm10); 2010
24006_0_0,Particulate matter air pollution (pm2.5); 2010
24007_0_0,Particulate matter air pollution (pm2.5) absorbance; 2010
24008_0_0,Particulate matter air pollution 2.5-10um; 2010
24009_0_0,Traffic intensity on the nearest road
24010_0_0,Inverse distance to the nearest road
24011_0_0,Traffic intensity on the nearest major road
24012_0_0,Inverse distance to the nearest major road
24013_0_0,Total traffic load on major roads
24014_0_0,Close to major road
24015_0_0,Sum of road length of major roads within 100m
24016_0_0,Nitrogen dioxide air pollution; 2005
24017_0_0,Nitrogen dioxide air pollution; 2006
24018_0_0,Nitrogen dioxide air pollution; 2007
24019_0_0,Particulate matter air pollution (pm10); 2007
24020_0_0,Average daytime sound level of noise pollution
24021_0_0,Average evening sound level of noise pollution
24022_0_0,Average night-time sound level of noise pollution
24500_0_0,"Greenspace percentage, buffer 1000m"
24500_1_0,"Greenspace percentage, buffer 1000m"
24501_0_0,"Domestic garden percentage, buffer 1000m"
24501_1_0,"Domestic garden percentage, buffer 1000m"
24502_0_0,"Water percentage, buffer 1000m"
24502_1_0,"Water percentage, buffer 1000m"
24503_0_0,"Greenspace percentage, buffer 300m"
24503_1_0,"Greenspace percentage, buffer 300m"
24504_0_0,"Domestic garden percentage, buffer 300m"
24504_1_0,"Domestic garden percentage, buffer 300m"
24505_0_0,"Water percentage, buffer 300m"
24505_1_0,"Water percentage, buffer 300m"
24506_0_0,"Natural environment percentage, buffer 1000m"
24506_1_0,"Natural environment percentage, buffer 1000m"
24507_0_0,"Natural environment percentage, buffer 300m"
24507_1_0,"Natural environment percentage, buffer 300m"
24508_0_0,Distance (Euclidean) to coast
24508_1_0,Distance (Euclidean) to coast
25000_2_0,Volumetric scaling from T1 head image to standard space
25000_3_0,Volumetric scaling from T1 head image to standard space
25001_2_0,Volume of peripheral cortical grey matter (normalised for head size)
25001_3_0,Volume of peripheral cortical grey matter (normalised for head size)
25002_2_0,Volume of peripheral cortical grey matter
